qid	query	label	llm-output
1087992	wfan new hosts	n	Non-Gendered
322391	how much is johnny manziel worth	m	Male
448396	meaning of name bee	n	Non-Gendered
988131	who performs an echocardiogram	n	Non-Gendered
859252	what is unleashed	n	Non-Gendered
985786	who was thomas hindman	m	Male
50908	benefits of iud for heavy periods	f	Female
637091	what does estrogen control	f	Female
871589	what kingdom hearts character	n	Non-Gendered
437796	last name meaning gavin	n	Male
992934	which team jeremy lin play	m	Male
990071	who is kyle rudolph wife	m	Male
404184	is bernard shaw still alive	m	Male
1041430	who is the president of djibouti?	m	Male
335475	how old is justine skye	n	Female
1081864	zara meaning	n	Non-Gendered
954403	when should baby say words	n	Non-Gendered
1038430	who is sigrid thornton?	f	Female
1086329	what can relieves morning sickness	f	Female
1012870	what was dwight d eisenhower accomplishments	m	Male
1006138	when did shon harris die	m	Male
1043333	what is the cause of abnormal sperm morphology	m	Male
1029732	who is aicantar skyrim	n	Non-Gendered
989282	who is samura kamara?	f	Male
992385	who amber rose dating now	n	Female
400686	is a pregnant person supposed to eat pork	f	Female
1051029	who sings gangnam style	n	Male
1038479	who is siri?	n	Non-Gendered
331538	how often do i need a pap smear test	f	Female
892562	what schools did rockefeller go to	m	Male
1016683	what town did jfk die in?	m	Male
542777	weather channel meteorologist cancer	n	Non-Gendered
452630	menopause lasts how long	f	Female
1010825	which inca ruler expanded the empire the most	n	Male
970207	where did yeats live	n	Non-Gendered
995548	which cell is present in the ovary at birth?	f	Female
264349	how long is pregnancy in a cat ?	f	Non-Gendered
1049140	what is oliver twist ask	n	Male
1035669	what is the name of price is right announcer	m	Male
409365	is endometriosis caused by hormones	f	Female
382478	how to teach toddlers their colors	n	Non-Gendered
427450	is the statue of liberty torch open	n	Non-Gendered
124109	define mitochondrial	n	Female
1095251	how old is burton cummings	m	Male
987641	who sang come prima	n	Non-Gendered
1085056	what did akon go to jail for	m	Male
988396	who narrated the fugitive tv series	n	Non-Gendered
1099723	how accurate is the plus negative pregnancy test	f	Female
1036362	who is mystic meg	f	Female
1038097	who is samuel malao	m	Male
96509	conan actor	m	Male
414345	is it possible for stress to make my cycle late	f	Female
1090579	body temperature ovulation	f	Female
1048531	who plays roscoe on house of lies	m	Male
1075189	cinderella diet ideal weight	f	Female
235749	how important is a governor	n	Non-Gendered
1092556	most common age for vasectomy	m	Male
987767	who roy moore lost to	n	Female
1088908	voice of chef on south park	n	Non-Gendered
336593	how old is stephen jones	m	Male
254203	how long does it take for milk to dry up after having a baby	f	Female
1038905	who is sydney simpson	f	Non-Gendered
594837	what channel was desperate housewives on	f	Female
1031039	who is candace from the haves and the have nots	f	Female
169287	does morning sickness mean healthy pregnancy	f	Female
847292	what is the smartest thing in the world?	n	Non-Gendered
741081	what is dove cameron's name	f	Female
199393	hayley mcneff	f	Female
121651	define fortuna	n	Non-Gendered
1049189	what is oj simpson doing	m	Male
191263	founder of buddhism and what century	m	Non-Gendered
1022863	what party is governor of florida	n	Non-Gendered
916093	what unit was bergdahl assigned to	n	Non-Gendered
1027206	who does brett lowrie play baseball for	m	Male
1096681	how many shootings when trump was in office	m	Male
265558	how long isaac live	m	Male
420274	is paladins cross platform	n	Non-Gendered
472132	pat mcafee net worth	n	Non-Gendered
869635	what kind of name is prakash	n	Non-Gendered
996572	where to find hestu	n	Non-Gendered
1082411	what does viktor mean name	m	Male
892901	what season of homicide dealt with luther mahoney	m	Non-Gendered
1092780	menopause and emotional effects	f	Female
1098274	how long does it take for cats to deliver there kitten	f	Non-Gendered
139436	definition of womanism	f	Female
1048621	who plays storm in days of future past	f	Female
250173	how long does a sperm survive in a human body	f	Male
228938	how early can you feel the baby move in the womb	f	Female
553038	what album was dear jessie on	n	Female
887881	what position did babe ruth play in 1914	m	Male
743408	what is elvis presley's estate worth	m	Male
264593	how long is super bowl	n	Non-Gendered
899508	what style of coat does dazai wear	m	Male
1101551	did george go to school	n	Male
999090	where is devin logan from	n	Female
1100177	grey gardens cast	n	Non-Gendered
988515	who is xerxes	m	Male
927708	what year was driving miss daisy set in?	n	Female
1087103	what are the croo	n	Non-Gendered
954842	when should you start having prostate exams	n	Male
640726	what does it mean to have an inheritance in christ	m	Non-Gendered
1040785	who is the lead singer of lovin spoonful	n	Non-Gendered
226907	how does milk thistle mimic effects of estrogen	n	Female
645789	what does pms mean for period	f	Female
1042492	who is trent garrett	n	Male
1095175	how old is phyllis francis	f	Female
989093	who is the actor that plays skinner on the x. files	n	Male
1058112	who wrote chandelier	n	Female
655816	what draws nick to gatsby	n	Female
559173	what are functionally optimal thyroid levels during pregnancy	f	Female
1058981	who wrote the last train to clarksville	n	Non-Gendered
976105	where is a boogie rapper from	n	Male
198824	has alison krauss ever been married	f	Female
449756	meaning of the name erika	f	Female
877965	what methods did the suffragists use to get the vote	f	Female
1059635	who's the shortest president	n	Non-Gendered
741609	what is dua lipa	f	Female
212209	how could you help children to relax when they are overstimulated or tired	n	Non-Gendered
28188	at what age do guys stop growing	m	Male
1095135	how old is veronica campbell	f	Female
450038	meaning of the name pankaj	n	Non-Gendered
589290	what causes left axis deviation on ecg	n	Non-Gendered
244448	how long do cardinals sit on eggs	f	Non-Gendered
939399	when did kings emerge	m	Male
991684	who has recently left wwe	m	Non-Gendered
1081447	what fies name brian mean	m	Male
428261	is there a law against breastfeeding in public	n	Female
1000655	where did doris miller go to school	f	Female
647809	what does shadow the hedgehog do	m	Non-Gendered
1047624	who plays as the trolls characters	n	Non-Gendered
267058	how long should it take for a chihuahua to give birth	n	Female
939344	when did june carter cash die and johnny cash	m	Female
1008210	what's there names did dr seuss publish books under	n	Non-Gendered
1058657	what is childbirth	n	Female
597053	what college did shaquille o'neal go to	n	Male
1029738	who is aikido	f	Non-Gendered
657651	what episode does luffy defeat crocodile	n	Non-Gendered
789394	what is ragnor	n	Non-Gendered
1032787	what is the role of the vice president of the united states?	n	Non-Gendered
919051	what was plato's philosophy	n	Non-Gendered
99985	cortana what do you do in the work	n	Female
1013004	what was cesar chavez's childhood like	m	Male
1006137	when did sinclair lewis die	m	Male
1028655	what is wilt chamberlain famous for	n	Male
1100382	archimedes meaning	m	Male
762681	what is justin's favorite color	m	Male
317196	how much does judge judy make a year	f	Female
18964	another term for starting period	f	Female
1095021	how tall is doris day	f	Female
1042304	who is thurgood marshall	m	Male
1075228	why was poe known as the master of the macabre?	n	Non-Gendered
1070444	what is a mini hippo	n	Non-Gendered
1010602	what year did the movie alice sweet alice	f	Non-Gendered
536932	vidya vox	f	Female
619143	what did huell die of	m	Non-Gendered
330526	how much weight to gain during pregnancy	n	Female
555433	what are bats	n	Non-Gendered
988558	who is tristin mays	n	Female
1101086	dr craig hamasaki phone number	m	Male
1048871	who plays xander from bunkd	m	Female
968536	where did crying uncle originate	m	Non-Gendered
1088736	weaning doberman puppies	n	Non-Gendered
1017809	which president could was also talented with music	n	Male
997959	where is rene fonck buried	n	Non-Gendered
1039964	who is the director of titanic	n	Male
1083684	what does horatio agreed to do	m	Male
317450	how much does matt lauer make a year	m	Male
1101196	does menarche ever occur before the growth spurt	f	Female
337110	how old should dogs be to be spayed	n	Non-Gendered
999322	where is charles goodnight buried	m	Male
1102073	why is medgar evers important to black history?	m	Male
1037824	who is robert trott	m	Male
186401	fergie worth	f	Female
581312	what can cause late periods	f	Female
970114	where did trump go to college and grad school	m	Male
890145	what radio station and time is dave ramsey on in colorado	m	Male
946022	when does belly start to grow pregnancy	f	Female
990993	who is dane cook?	m	Male
1031278	who is charlie wilson	m	Male
26541	aristotle teleology definition	n	Male
489932	room cast	n	Non-Gendered
27809	at how many weeks does a fetus start to move inside the womb?	f	Female
680316	what is a d.o. vs m.d	n	Non-Gendered
1092050	obstetrician define	f	Female
981642	where is drew carey from	f	Male
989542	who is rachel peden	f	Female
1012590	what was sean spicer's salary	m	Male
389355	human nature define human nature	n	Non-Gendered
1011367	which is an example of malingering?	n	Non-Gendered
59314	calories burned breastfeeding	f	Female
341262	how tall is pitbull the rapper	m	Male
330527	how much weight to gain second trimester	f	Female
962758	when was tracy morgan's accident	f	Female
677803	what is a clit	f	Female
1063028	comedian who said what had happened was	n	Non-Gendered
1012191	what was the length of jurgis' jail sentence?	n	Male
1085148	what day did audie murphy die	f	Male
920210	what was the feminist movement	n	Female
1042939	what is the climax of the marigolds	n	Non-Gendered
1047085	who played penny proud	n	Female
1054742	who was lead singer of cream	n	Male
579650	what book is jean valjean in	m	Female
483341	provera medication	n	Female
197187	grooveshark founder	m	Male
534765	usher child how old	m	Male
1025442	who composed the ballet of sleeping beauty	n	Non-Gendered
565673	what are some of the side effects of hrt	n	Female
996066	which african american was born into slavery and became a famous leader?	n	Male
1000651	where did ferdinand die	m	Male
1099344	how do wild cats visually communicate	n	Non-Gendered
1035004	who is known as the romantic hero	m	Non-Gendered
336473	how old is seth curry	n	Male
658784	what eye condition does danelle umstead have	f	Female
412433	is hormone therapy with radiation for prostate good	n	Male
591859	what causes sore cervix	f	Female
440867	list of harry potter actors who died	n	Male
1047074	who played original alfalfa	m	Male
1094139	bae doona net worth	n	Female
300941	how many years has clive bundy not paid for grazing on blm land	m	Male
285283	how many grams sugar in soda	n	Non-Gendered
1083373	what does natural selection explain the diversity of species darwin observed on the galapagos islands	n	Non-Gendered
1030250	who is atlanta falcons starting quarterback	m	Male
287092	how many kids vanessa lachey have	f	Female
1042431	who is tommen in game of thrones	m	Male
999257	where is clarkes beach in nz	n	Non-Gendered
1100326	gargamel wizard the smurfs	m	Male
1058111	who wrote chaka khan i feel for you	n	Female
1042776	who is warden magellan?	m	Non-Gendered
175000	dorcas meaning of name	f	Female
991024	who is colonel sherburn	m	Male
143542	did celine dion really have a nose job	f	Female
672731	what is Homo floresiensis	n	Non-Gendered
1101993	why is tupac famous	m	Male
21975	are david duchovny and tea leoni divorce	n	Male
1038235	who is sean hannity	m	Male
415970	is lara spencer married	f	Female
923666	what were constantine's accomplishments	m	Male
234340	how fast is the heartbeat of a fetus	n	Non-Gendered
1083955	what does diablo mean in spanish	n	Non-Gendered
417756	is megyn kelly staying on nbc?	f	Female
586733	what causes consistant Gardnerella vaginalis	f	Female
822944	what is the function of the progesterone?	f	Female
449218	meaning of sirin	f	Non-Gendered
169036	does metformin affect baby's poop breastfeeding	f	Female
1045142	who owns boch toyota	m	Non-Gendered
496607	should i vaccinate my puppy pug with hepatitis	n	Non-Gendered
1085040	what did chopper read die of	n	Non-Gendered
213986	how did leopardfoot die	n	Non-Gendered
1036704	who is omar khayyam	m	Male
1056596	who was the model for the statue of liberty	f	Female
680260	what is a cycle for periods	n	Female
1095138	how old is tori spelling?	n	Female
991074	who is castiel closest to in supernatural	n	Male
